"congress","state","congressional_district","party","name","ideology_score"
101,"CALIFOR",11,"Democrat","LANTOS  TOM",-0.337
101,"CALIFOR",12,"Republican","CAMPBELL  T",0.134
101,"CALIFOR",13,"Democrat","MINETA  NOR",-0.474
101,"CALIFOR",14,"Republican","SHUMWAY  NO",0.625
101,"CALIFOR",15,"Democrat","COELHO  ANT",-0.461
101,"CALIFOR",15,"Democrat","CONDIT  GAR",0.013
101,"CALIFOR",16,"Democrat","PANETTA  LE",-0.297
101,"CALIFOR",17,"Republican","PASHAYAN  C",0.224
101,"CALIFOR",18,"Democrat","LEHMAN  RIC",-0.238
101,"CALIFOR",19,"Republican","LAGOMARSINO",0.369
101,"CALIFOR",20,"Republican","THOMAS  WIL",0.367
101,"CALIFOR",21,"Republican","GALLEGLY  E",0.442
101,"CALIFOR",22,"Republican","MOORHEAD  C",0.468
101,"CALIFOR",23,"Democrat","BEILENSON",-0.389
101,"CALIFOR",24,"Democrat","WAXMAN  HEN",-0.457
101,"CALIFOR",25,"Democrat","ROYBAL  EDW",-0.6
101,"CALIFOR",26,"Democrat","BERMAN  HOW",-0.411
101,"CALIFOR",27,"Democrat","LEVINE  MEL",-0.425
101,"CALIFOR",28,"Democrat","DIXON  JULI",-0.427
101,"CALIFOR",29,"Democrat","HAWKINS  AU",-0.358
101,"CALIFOR",30,"Democrat","MARTINEZ  M",-0.347
101,"CALIFOR",31,"Democrat","DYMALLY  ME",-0.709
101,"CALIFOR",32,"Democrat","ANDERSON  G",-0.218
101,"CALIFOR",33,"Republican","DREIER  DAV",0.569
101,"CALIFOR",34,"Democrat","TORRES  EST",-0.465
101,"CALIFOR",35,"Republican","LEWIS  JERR",0.366
101,"CALIFOR",36,"Democrat","BROWN  GEOR",-0.471
101,"CALIFOR",37,"Republican","MCCANDLESS",0.46
101,"CALIFOR",38,"Republican","DORNAN  ROB",0.482
101,"CALIFOR",39,"Republican","DANNEMEYER",0.73
101,"CALIFOR",40,"Republican","COX  C. CHR",0.485
101,"CALIFOR",41,"Republican","LOWERY  BIL",0.314
101,"CALIFOR",42,"Republican","ROHRABACHER",0.656
101,"CALIFOR",43,"Republican","PACKARD  RO",0.413
101,"CALIFOR",44,"Democrat","BATES  JIM",-0.273
101,"CALIFOR",45,"Republican","HUNTER  DUN",0.496
101,"COLORAD",1,"Democrat","SCHROEDER.",-0.262
101,"COLORAD",2,"Democrat","SKAGGS  DAV",-0.291
101,"COLORAD",3,"Democrat","CAMPBELL  B",-0.127
101,"COLORAD",4,"Republican","BROWN  HANK",0.419
101,"COLORAD",5,"Republican","HEFLEY  JOE",0.517
101,"COLORAD",6,"Republican","SCHAEFER  D",0.473
101,"CONNECT",1,"Democrat","KENNELLY  B",-0.321
101,"CONNECT",2,"Democrat","GEJDENSON",-0.384
101,"CONNECT",3,"Democrat","MORRISON  B",-0.385
101,"CONNECT",4,"Republican","SHAYS  CHRI",0.086
101,"CONNECT",5,"Republican","ROWLAND  JO",0.149
101,"CONNECT",6,"Republican","JOHNSON  NA",0.077
101,"DELAWAR",1,"Democrat","CARPER  THO",-0.134
101,"FLORIDA",1,"Democrat","HUTTO  EARL",0.021
101,"FLORIDA",2,"Republican","GRANT  BILL",0.212
101,"FLORIDA",3,"Democrat","BENNETT  CH",-0.088
101,"FLORIDA",4,"Republican","JAMES  CRAI",0.328
101,"FLORIDA",5,"Republican","MCCOLLUM  B",0.362
101,"FLORIDA",6,"Republican","STEARNS  CL",0.538
101,"FLORIDA",7,"Democrat","GIBBONS  SA",-0.249
101,"FLORIDA",8,"Republican","YOUNG  C.W.",0.337
101,"FLORIDA",9,"Republican","BILIRAKIS",0.37
101,"FLORIDA",10,"Republican","IRELAND  AN",0.404
101,"FLORIDA",11,"Democrat","NELSON  CLA",-0.103
101,"FLORIDA",12,"Republican","LEWIS  THOM",0.394
101,"FLORIDA",13,"Republican","GOSS  PORTE",0.379
101,"FLORIDA",14,"Democrat","JOHNSTON  H",-0.345
101,"FLORIDA",15,"Republican","SHAW  CLAY",0.294
101,"FLORIDA",16,"Democrat","SMITH  LAWR",-0.362
101,"FLORIDA",17,"Democrat","LEHMAN  WIL",-0.527
101,"FLORIDA",18,"Republican","ROS-LEHTINE",0.265
101,"FLORIDA",19,"Democrat","FASCELL  DA",-0.467
101,"GEORGIA",1,"Democrat","THOMAS  LIN",-0.141
101,"GEORGIA",2,"Democrat","HATCHER  CH",-0.228
101,"GEORGIA",3,"Democrat","RAY  RICHAR",0.007
101,"GEORGIA",4,"Democrat","JONES  BEN",-0.209
101,"GEORGIA",5,"Democrat","LEWIS  JOHN",-0.571
101,"GEORGIA",6,"Republican","GINGRICH  N",0.359
101,"GEORGIA",7,"Democrat","DARDEN  GEO",-0.176
101,"GEORGIA",8,"Democrat","ROWLAND  J.",-0.123
101,"GEORGIA",9,"Democrat","JENKINS  ED",-0.141
101,"GEORGIA",10,"Democrat","BARNARD  DO",-0.007
101,"HAWAII",1,"Republican","SAIKI  PATR",0.077
101,"HAWAII",2,"Democrat","AKAKA  DANI",-0.464
101,"IDAHO",1,"Republican","CRAIG  LARR",0.486
101,"IDAHO",2,"Democrat","STALLINGS",-0.087
101,"ILLINOI",1,"Democrat","HAYES  CHAR",-0.665
101,"ILLINOI",2,"Democrat","SAVAGE  GUS",-0.684
101,"ILLINOI",3,"Democrat","RUSSO  MART",-0.215
101,"ILLINOI",4,"Democrat","SANGMEISTER",-0.214
101,"ILLINOI",5,"Democrat","LIPINSKI  W",-0.168
101,"ILLINOI",6,"Republican","HYDE  HENRY",0.287
101,"ILLINOI",7,"Democrat","COLLINS  CA",-0.546
101,"ILLINOI",8,"Democrat","ROSTENKOWSK",-0.361
101,"ILLINOI",9,"Democrat","YATES  SIDN",-0.514
101,"ILLINOI",10,"Republican","PORTER  JOH",0.201
101,"ILLINOI",11,"Democrat","ANNUNZIO  F",-0.32
101,"ILLINOI",12,"Republican","CRANE  PHIL",0.798
101,"ILLINOI",13,"Republican","FAWELL  HAR",0.302
101,"ILLINOI",14,"Republican","HASTERT  DE",0.42
101,"ILLINOI",15,"Republican","MADIGAN  ED",0.285
101,"ILLINOI",16,"Republican","MARTIN  LYN",0.371
101,"ILLINOI",17,"Democrat","EVANS  LANE",-0.437
101,"ILLINOI",18,"Republican","MICHEL  ROB",0.329
101,"ILLINOI",19,"Democrat","BRUCE  TERR",-0.254
101,"ILLINOI",20,"Democrat","DURBIN  RIC",-0.29
101,"ILLINOI",21,"Democrat","COSTELLO  J",-0.247
101,"ILLINOI",22,"Democrat","POSHARD  GL",-0.145
101,"INDIANA",1,"Democrat","VISCLOSKEY",-0.376
101,"INDIANA",2,"Democrat","SHARP  PHIL",-0.181
101,"INDIANA",3,"Republican","HILER  JOHN",0.362
101,"INDIANA",4,"Democrat","LONG  JILL",-0.21
101,"INDIANA",5,"Democrat","JONTZ  JIM",-0.338
101,"INDIANA",6,"Republican","BURTON  DAN",0.654
101,"INDIANA",7,"Republican","MYERS  JOHN",0.224
101,"INDIANA",8,"Democrat","MCCLOSKEY",-0.331
101,"INDIANA",9,"Democrat","HAMILTON  L",-0.149
101,"INDIANA",10,"Democrat","JACOBS  AND",-0.08
101,"IOWA",1,"Republican","LEACH  JAME",0.146
101,"IOWA",2,"Republican","TAUKE  THOM",0.271
101,"IOWA",3,"Democrat","NAGLE  DAVE",-0.339
101,"IOWA",4,"Democrat","SMITH  NEAL",-0.305
101,"IOWA",5,"Republican","LIGHTFOOT",0.382
101,"IOWA",6,"Republican","GRANDY  FRE",0.271
101,"KANSAS",1,"Republican","ROBERTS  PA",0.421
101,"KANSAS",2,"Democrat","SLATTERY  J",-0.099
101,"KANSAS",3,"Republican","MEYERS  JAN",0.19
101,"KANSAS",4,"Democrat","GLICKMAN  D",-0.157
101,"KANSAS",5,"Republican","WHITTAKER",0.332
101,"KENTUCK",1,"Democrat","HUBBARD  CA",-0.003
101,"KENTUCK",2,"Democrat","NATCHER  WI",-0.331
101,"KENTUCK",3,"Democrat","MAZZOLI  RO",-0.187
101,"KENTUCK",4,"Republican","BUNNING  JI",0.498
101,"KENTUCK",5,"Republican","ROGERS  HAR",0.335
101,"KENTUCK",6,"Republican","HOPKINS  LA",0.369
101,"KENTUCK",7,"Democrat","PERKINS  CA",-0.563
101,"LOUISIA",1,"Republican","LIVINGSTON",0.32
101,"LOUISIA",2,"Democrat","BOGGS  CORI",-0.383
101,"LOUISIA",3,"Democrat","TAUZIN  WIL",0.033
101,"LOUISIA",4,"Republican","MCCRERY  JI",0.334
101,"LOUISIA",5,"Democrat","HUCKABY  JE",-0.013
101,"LOUISIA",6,"Republican","BAKER  RICH",0.453
101,"LOUISIA",7,"Democrat","HAYES  JIMM",-0.091
101,"LOUISIA",8,"Republican","HOLLOWAY  C",0.478
101,"MAINE",1,"Democrat","BRENNAN  JO",-0.302
101,"MAINE",2,"Republican","SNOWE OLYMP",0.094
101,"MARYLAN",1,"Democrat","DYSON  ROYD",-0.11
101,"MARYLAN",2,"Republican","BENTLEY   H",0.259
101,"MARYLAN",3,"Democrat","CARDIN  BEN",-0.3
101,"MARYLAN",4,"Democrat","MCMILLEN  T",-0.204
101,"MARYLAN",5,"Democrat","HOYER  STEN",-0.359
101,"MARYLAN",6,"Democrat","BYRON  BEVE",-0.024
101,"MARYLAN",7,"Democrat","MFUME  KWEI",-0.397
101,"MARYLAN",8,"Republican","MORELLA  CO",-0.037
101,"MASSACH",1,"Republican","CONTE  SILV",-0.092
101,"MASSACH",2,"Democrat","NEAL  RICHA",-0.341
101,"MASSACH",3,"Democrat","EARLY  JOSE",-0.269
101,"MASSACH",4,"Democrat","FRANK  BARN",-0.461
101,"MASSACH",5,"Democrat","ATKINS  CHE",-0.399
101,"MASSACH",6,"Democrat","MAVROULES",-0.355
101,"MASSACH",7,"Democrat","MARKEY  EDW",-0.458
101,"MASSACH",8,"Democrat","KENNEDY  JO",-0.382
101,"MASSACH",9,"Democrat","MOAKLEY  JO",-0.403
101,"MASSACH",10,"Democrat","STUDDS  GER",-0.446
101,"MASSACH",11,"Democrat","DONNELLY  B",-0.302
101,"MICHIGA",1,"Democrat","CONYERS  JO",-0.628
101,"MICHIGA",2,"Republican","PURSELL  CA",0.156
101,"MICHIGA",3,"Democrat","WOLPE  HOWA",-0.377
101,"MICHIGA",4,"Republican","UPTON  FRED",0.333
101,"MICHIGA",5,"Republican","HENRY  PAUL",0.236
101,"MICHIGA",6,"Democrat","CARR  BOB",-0.219
101,"MICHIGA",7,"Democrat","KILDEE  DAL",-0.365
101,"MICHIGA",8,"Democrat","TRAXLER  BO",-0.358
101,"MICHIGA",9,"Republican","VAN DER JAG",0.254
101,"MICHIGA",10,"Republican","SCHUETTE  B",0.245
101,"MICHIGA",11,"Republican","DAVIS  ROBE",0.088
101,"MICHIGA",12,"Democrat","BONIOR  DAV",-0.52
101,"MICHIGA",13,"Democrat","CROCKETT  G",-0.695
101,"MICHIGA",14,"Democrat","HERTEL  DEN",-0.35
101,"MICHIGA",15,"Democrat","FORD  WILLI",-0.516
101,"MICHIGA",16,"Democrat","DINGELL  JO",-0.411
101,"MICHIGA",17,"Democrat","LEVIN  SAND",-0.35
101,"MICHIGA",18,"Republican","BROOMFIELD",0.235
101,"MINNESO",1,"Democrat","PENNY  TIMO",-0.044
101,"MINNESO",2,"Republican","WEBER  VIN",0.341
101,"MINNESO",3,"Republican","FRENZEL  WI",0.36
101,"MINNESO",4,"Democrat","VENTO  BRUC",-0.455
101,"MINNESO",5,"Democrat","SABO  MARTI",-0.493
101,"MINNESO",6,"Democrat","SIKORSKI  G",-0.248
101,"MINNESO",7,"Republican","STANGELAND",0.315
101,"MINNESO",8,"Democrat","OBERSTAR  J",-0.54
101,"MISSISS",1,"Democrat","WHITTEN  JA",-0.285
101,"MISSISS",2,"Democrat","ESPY  MIKE",-0.376
101,"MISSISS",3,"Democrat","MONTGOMERY",-0.031
101,"MISSISS",4,"Democrat","PARKER  MIK",0.025
101,"MISSISS",5,"Republican","SMITH  LARK",0.473
101,"MISSISS",5,"Democrat","TAYLOR  GEN",0.067
101,"MISSOUR",1,"Democrat","CLAY  WILLI",-0.501
101,"MISSOUR",2,"Republican","BUECHNER  J",0.3
101,"MISSOUR",3,"Democrat","GEPHARDT  R",-0.373
101,"MISSOUR",4,"Democrat","SKELTON  IK",-0.142
101,"MISSOUR",5,"Democrat","WHEAT  ALAN",-0.423
101,"MISSOUR",6,"Republican","COLEMAN  E.",0.245
101,"MISSOUR",7,"Republican","HANCOCK  ME",0.821
101,"MISSOUR",8,"Republican","EMERSON  BI",0.318
101,"MISSOUR",9,"Democrat","VOLKMER  HA",-0.199
101,"MONTANA",1,"Democrat","WILLIAMS  P",-0.29
101,"MONTANA",2,"Republican","MARLENEE  R",0.457
101,"NEBRASK",1,"Republican","BEREUTER",0.211
101,"NEBRASK",2,"Democrat","HOAGLAND  P",-0.197
101,"NEBRASK",3,"Republican","SMITH  VIRG",0.198
101,"NEVADA",1,"Democrat","BILBRAY  JA",-0.173
101,"NEVADA",2,"Republican","VUCANOVICH",0.426
101,"NEW HAM",1,"Republican","SMITH  ROBE",0.554
101,"NEW HAM",2,"Republican","DOUGLAS  CH",0.51
101,"NEW JER",1,"Democrat","FLORIO  JAM",-0.312
101,"NEW JER",2,"Democrat","HUGHES  WIL",-0.165
101,"NEW JER",3,"Democrat","PALLONE  FR",-0.186
101,"NEW JER",4,"Republican","SMITH  CHRI",0.101
101,"NEW JER",5,"Republican","ROUKEMA  MA",0.136
101,"NEW JER",6,"Democrat","DWYER  BERN",-0.343
101,"NEW JER",7,"Republican","RINALDO  MA",0.051
101,"NEW JER",8,"Democrat","ROE  ROBERT",-0.328
101,"NEW JER",9,"Democrat","TORRICELLI",-0.257
101,"NEW JER",10,"Democrat","PAYNE  DONA",-0.57
101,"NEW JER",11,"Republican","GALLO  DEAN",0.186
101,"NEW JER",12,"Republican","COURTER  JA",0.231
101,"NEW JER",13,"Republican","SAXTON  H.",0.222
101,"NEW JER",14,"Democrat","GUARINI  FR",-0.267
101,"NEW MEX",1,"Republican","SCHIFF  STE",0.162
101,"NEW MEX",2,"Republican","SKEEN  JOSE",0.302
101,"NEW MEX",3,"Democrat","RICHARDSON",-0.301
101,"NEW YOR",1,"Democrat","HOCHBRUECKN",-0.334
101,"NEW YOR",2,"Democrat","DOWNEY  THO",-0.4
101,"NEW YOR",3,"Democrat","MRAZEK  ROB",-0.364
101,"NEW YOR",4,"Republican","LENT  NORMA",0.177
101,"NEW YOR",5,"Republican","MCGRATH  RA",0.131
101,"NEW YOR",6,"Democrat","FLAKE  FLOY",-0.477
101,"NEW YOR",7,"Democrat","ACKERMAN  G",-0.424
101,"NEW YOR",8,"Democrat","SCHEUER  JA",-0.429
101,"NEW YOR",9,"Democrat","MANTON  THO",-0.359
101,"NEW YOR",10,"Democrat","SCHUMER  CH",-0.333
101,"NEW YOR",11,"Democrat","TOWNS  EDOL",-0.512
101,"NEW YOR",12,"Democrat","OWENS  MAJO",-0.553
101,"NEW YOR",13,"Democrat","SOLARZ  STE",-0.376
101,"NEW YOR",14,"Republican","MOLINARI  G",0.289
101,"NEW YOR",14,"Republican","MOLINARI  S",0.183
101,"NEW YOR",15,"Republican","GREEN  S. W",-0.028
101,"NEW YOR",16,"Democrat","RANGEL  CHA",-0.509
101,"NEW YOR",17,"Democrat","WEISS  THEO",-0.584
101,"NEW YOR",18,"Democrat","GARCIA  ROB",-0.514
101,"NEW YOR",18,"Democrat","SERRANO",-0.443
101,"NEW YOR",19,"Democrat","ENGEL  ELIO",-0.421
101,"NEW YOR",20,"Democrat","LOWEY  NITA",-0.376
101,"NEW YOR",21,"Republican","FISH  HAMIL",0.054
101,"NEW YOR",22,"Republican","GILMAN  BEN",0.049
101,"NEW YOR",23,"Democrat","MCNULTY  MI",-0.279
101,"NEW YOR",24,"Republican","SOLOMON  GE",0.492
101,"NEW YOR",25,"Republican","BOEHLERT  S",0.062
101,"NEW YOR",26,"Republican","MARTIN  DAV",0.224
101,"NEW YOR",27,"Republican","WALSH  JAME",0.151
101,"NEW YOR",28,"Democrat","MCHUGH  MAT",-0.358
101,"NEW YOR",29,"Republican","HORTON  FRA",-0.02
101,"NEW YOR",30,"Democrat","SLAUGHTER",-0.351
101,"NEW YOR",31,"Republican","PAXON  L. W",0.384
101,"NEW YOR",32,"Democrat","LAFALCE  JO",-0.343
101,"NEW YOR",33,"Democrat","NOWAK  HENR",-0.328
101,"NEW YOR",34,"Republican","HOUGHTON  A",0.137
101,"NORTH C",1,"Democrat","JONES  WALT",-0.44
101,"NORTH C",2,"Democrat","VALENTINE",-0.085
101,"NORTH C",3,"Democrat","LANCASTER",-0.133
101,"NORTH C",4,"Democrat","PRICE  DAVI",-0.211
101,"NORTH C",5,"Democrat","NEAL  STEPH",-0.154
101,"NORTH C",6,"Republican","COBLE  HOWA",0.526
101,"NORTH C",7,"Democrat","ROSE  CHARL",-0.306
101,"NORTH C",8,"Democrat","HEFNER  W.",-0.267
101,"NORTH C",9,"Republican","MCMILLAN  J",0.28
101,"NORTH C",10,"Republican","BALLENGER",0.464
101,"NORTH C",11,"Democrat","CLARKE  JAM",-0.206
101,"NORTH D",1,"Democrat","DORGAN  BYR",-0.175
101,"OHIO",1,"Democrat","LUKEN  THOM",-0.201
101,"OHIO",2,"Republican","GRADISON  W",0.184
101,"OHIO",3,"Democrat","HALL  TONY",-0.266
101,"OHIO",4,"Republican","OXLEY  MICH",0.376
101,"OHIO",5,"Republican","GILLMOR  PA",0.178
101,"OHIO",6,"Republican","MCEWEN  BOB",0.398
101,"OHIO",7,"Republican","DEWINE  MIC",0.327
101,"OHIO",8,"Republican","LUKENS  DON",0.4
101,"OHIO",9,"Democrat","KAPTUR  MAR",-0.306
101,"OHIO",10,"Republican","MILLER  CLA",0.363
101,"OHIO",11,"Democrat","ECKART  DEN",-0.238
101,"OHIO",12,"Republican","KASICH  JOH",0.288
101,"OHIO",13,"Democrat","PEASE  DONA",-0.29
101,"OHIO",14,"Democrat","SAWYER  TOM",-0.347
101,"OHIO",15,"Republican","WYLIE  CHAL",0.18
101,"OHIO",16,"Republican","REGULA  RAL",0.227
101,"OHIO",17,"Democrat","TRAFICANT",-0.179
101,"OHIO",18,"Democrat","APPLEGATE",-0.116
101,"OHIO",19,"Democrat","FEIGHAN  ED",-0.315
101,"OHIO",20,"Democrat","OAKAR  MARY",-0.417
101,"OHIO",21,"Democrat","STOKES  LOU",-0.525
101,"OKLAHOM",1,"Republican","INHOFE  JAM",0.486
101,"OKLAHOM",2,"Democrat","SYNAR  MICH",-0.325
101,"OKLAHOM",3,"Democrat","WATKINS  WE",-0.199
101,"OKLAHOM",4,"Democrat","MCCURDY  DA",-0.114
101,"OKLAHOM",5,"Republican","EDWARDS  MI",0.348
101,"OKLAHOM",6,"Democrat","ENGLISH  GL",-0.04
101,"OREGON",1,"Democrat","AUCOIN  LES",-0.277
101,"OREGON",2,"Republican","SMITH  ROBE",0.381
101,"OREGON",3,"Democrat","WYDEN  RON",-0.301
101,"OREGON",4,"Democrat","DEFAZIO  PE",-0.43
101,"OREGON",5,"Republican","SMITH  DENN",0.505
101,"PENNSYL",1,"Democrat","FOGLIETTA",-0.487
101,"PENNSYL",2,"Democrat","GRAY  WILLI",-0.465
101,"PENNSYL",3,"Democrat","BORSKI  ROB",-0.399
101,"PENNSYL",4,"Democrat","KOLTER  JOS",-0.273
101,"PENNSYL",5,"Republican","SCHULZE  RI",0.222
101,"PENNSYL",6,"Democrat","YATRON  GUS",-0.144
101,"PENNSYL",7,"Republican","WELDON  CUR",0.197
101,"PENNSYL",8,"Democrat","KOSTMAYER",-0.339
101,"PENNSYL",9,"Republican","SHUSTER  E.",0.385
101,"PENNSYL",10,"Republican","MCDADE  JOS",0.149
101,"PENNSYL",11,"Democrat","KANJORSKI",-0.284
101,"PENNSYL",12,"Democrat","MURTHA  JOH",-0.247
101,"PENNSYL",13,"Republican","COUGHLIN  R",0.178
101,"PENNSYL",14,"Democrat","COYNE  WILL",-0.465
101,"PENNSYL",15,"Republican","RITTER  DON",0.245
101,"PENNSYL",16,"Republican","WALKER  ROB",0.584
101,"PENNSYL",17,"Republican","GEKAS  GEOR",0.413
101,"PENNSYL",18,"Democrat","WALGREN  DO",-0.264
101,"PENNSYL",19,"Republican","GOODLING  W",0.319
101,"PENNSYL",20,"Democrat","GAYDOS  JOS",-0.229
101,"PENNSYL",21,"Republican","RIDGE  THOM",0.178
101,"PENNSYL",22,"Democrat","MURPHY  AUS",-0.07
101,"PENNSYL",23,"Republican","CLINGER  WI",0.175
101,"RHODE I",1,"Republican","MACHTLEY  R",0.128
101,"RHODE I",2,"Republican","SCHNEIDER",-0.018
101,"SOUTH C",1,"Republican","RAVENEL  AR",0.166
101,"SOUTH C",2,"Republican","SPENCE  FLO",0.323
101,"SOUTH C",3,"Democrat","DERRICK  BU",-0.214
101,"SOUTH C",4,"Democrat","PATTERSON",-0.058
101,"SOUTH C",5,"Democrat","SPRATT  JOH",-0.206
101,"SOUTH C",6,"Democrat","TALLON  ROB",-0.098
101,"SOUTH D",1,"Democrat","JOHNSON  TI",-0.182
101,"TENNESS",1,"Republican","QUILLEN  JA",0.232
101,"TENNESS",2,"Republican","DUNCAN  JOH",0.588
101,"TENNESS",3,"Democrat","LLOYD  MARI",-0.058
101,"TENNESS",4,"Democrat","COOPER  JAM",-0.183
101,"TENNESS",5,"Democrat","CLEMENT  BO",-0.198
101,"TENNESS",6,"Democrat","GORDON  BAR",-0.205
101,"TENNESS",7,"Republican","SUNDQUIST",0.357
101,"TENNESS",8,"Democrat","TANNER  JOH",-0.115
101,"TENNESS",9,"Democrat","FORD  HAROL",-0.416
101,"TEXAS",1,"Democrat","CHAPMAN  JI",-0.188
101,"TEXAS",2,"Democrat","WILSON  CHA",-0.174
101,"TEXAS",3,"Republican","BARTLETT  S",0.449
101,"TEXAS",4,"Democrat","HALL  RALPH",0.089
101,"TEXAS",5,"Democrat","BRYANT  JOH",-0.339
101,"TEXAS",6,"Republican","BARTON  JOE",0.587
101,"TEXAS",7,"Republican","ARCHER  W.R",0.477
101,"TEXAS",8,"Republican","FIELDS  JAC",0.545
101,"TEXAS",9,"Democrat","BROOKS  JAC",-0.424
101,"TEXAS",10,"Democrat","PICKLE  J.",-0.215
101,"TEXAS",11,"Democrat","LEATH  JAME",-0.059
101,"TEXAS",12,"Democrat","GEREN  PRES",-0.037
101,"TEXAS",13,"Democrat","SARPALIUS",-0.072
101,"TEXAS",14,"Democrat","LAUGHLIN  G",-0.102
101,"TEXAS",15,"Democrat","DE LA GARZA",-0.26
101,"TEXAS",16,"Democrat","COLEMAN  RO",-0.384
101,"TEXAS",17,"Democrat","STENHOLM  C",0.055
101,"TEXAS",18,"Democrat","LELAND  GEO",-0.614
101,"TEXAS",18,"Democrat","WASHINGTON",-0.732
101,"TEXAS",19,"Republican","COMBEST  LA",0.457
101,"TEXAS",20,"Democrat","GONZALEZ  H",-0.463
101,"TEXAS",21,"Republican","SMITH  LAMA",0.433
101,"TEXAS",22,"Republican","DELAY  THOM",0.655
101,"TEXAS",23,"Democrat","BUSTAMANTE",-0.379
101,"TEXAS",24,"Democrat","FROST  JONA",-0.293
101,"TEXAS",25,"Democrat","ANDREWS MIC",-0.14
101,"TEXAS",26,"Republican","ARMEY  RICH",0.691
101,"TEXAS",27,"Democrat","ORTIZ  SOLO",-0.251
101,"UTAH",1,"Republican","HANSEN  JAM",0.507
101,"UTAH",2,"Democrat","OWENS  WAYN",-0.246
101,"UTAH",3,"Republican","NIELSON  HO",0.489
101,"VERMONT",1,"Republican","SMITH  PETE",0.046
101,"VIRGINI",1,"Republican","BATEMAN  HE",0.228
101,"VIRGINI",2,"Democrat","PICKETT  OW",-0.148
101,"VIRGINI",3,"Republican","BLILEY  THO",0.375
101,"VIRGINI",4,"Democrat","SISISKY  NO",-0.119
101,"VIRGINI",5,"Democrat","PAYNE  L.F.",-0.133
101,"VIRGINI",6,"Democrat","OLIN  JAMES",-0.144
101,"VIRGINI",7,"Republican","SLAUGHTER",0.363
101,"VIRGINI",8,"Republican","PARRIS  STA",0.272
101,"VIRGINI",9,"Democrat","BOUCHER  FR",-0.278
101,"VIRGINI",10,"Republican","WOLF  FRANK",0.292
101,"WASHING",1,"Republican","MILLER  JOH",0.154
101,"WASHING",2,"Democrat","SWIFT  ALLE",-0.439
101,"WASHING",3,"Democrat","UNSOELD  JO",-0.495
101,"WASHING",4,"Republican","MORRISON  S",0.106
101,"WASHING",5,"Democrat","FOLEY  THOM",-0.391
101,"WASHING",6,"Democrat","DICKS  NORM",-0.286
101,"WASHING",7,"Democrat","MCDERMOTT",-0.589
101,"WASHING",8,"Republican","CHANDLER  R",0.253
101,"WEST VI",1,"Democrat","MOLLOHAN  A",-0.276
101,"WEST VI",2,"Democrat","STAGGERS  H",-0.285
101,"WEST VI",3,"Democrat","WISE  ROBER",-0.309
101,"WEST VI",4,"Democrat","RAHALL  NIC",-0.314
101,"WISCONS",1,"Democrat","ASPIN  LES",-0.276
101,"WISCONS",2,"Democrat","KASTENMEIER",-0.48
101,"WISCONS",3,"Republican","GUNDERSON",0.195
101,"WISCONS",4,"Democrat","KLECZKA  GE",-0.295
101,"WISCONS",5,"Democrat","MOODY  JIM",-0.307
101,"WISCONS",6,"Republican","PETRI  THOM",0.323
101,"WISCONS",7,"Democrat","OBEY  DAVID",-0.435
101,"WISCONS",8,"Republican","ROTH  TOBIA",0.342
101,"WISCONS",9,"Republican","SENSENBRENN",0.732
101,"WYOMING",1,"Republican","THOMAS  CRA",0.413
102,"USA",0,"Republican","BUSH",0.653
102,"ALABAMA",1,"Republican","CALLAHAN",0.38
102,"ALABAMA",2,"Republican","DICKINSON",0.353
102,"ALABAMA",3,"Democrat","BROWDER",-0.157
102,"ALABAMA",4,"Democrat","BEVILL",-0.223
102,"ALABAMA",5,"Democrat","CRAMER",-0.127
102,"ALABAMA",6,"Democrat","ERDREICH",-0.056
102,"ALABAMA",7,"Democrat","HARRIS",-0.087
102,"ALASKA",1,"Republican","YOUNG  DON",0.292
102,"ARIZONA",1,"Republican","RHODES  III",0.392
102,"ARIZONA",2,"Democrat","PASTOR",-0.37
102,"ARIZONA",3,"Republican","STUMP",0.737
102,"ARIZONA",4,"Republican","KYL",0.549
102,"ARIZONA",5,"Republican","KOLBE",0.353
102,"ARKANSA",1,"Democrat","ALEXANDER",-0.503
102,"ARKANSA",2,"Democrat","THORNTON",-0.281
102,"ARKANSA",3,"Republican","HAMMERSCHMI",0.294
102,"ARKANSA",4,"Democrat","ANTHONY",-0.288
102,"CALIFOR",1,"Republican","RIGGS",0.373
102,"CALIFOR",2,"Republican","HERGER",0.603
102,"CALIFOR",3,"Democrat","MATSUI",-0.375
102,"CALIFOR",4,"Democrat","FAZIO",-0.438
102,"CALIFOR",5,"Democrat","PELOSI",-0.502
102,"CALIFOR",6,"Democrat","BOXER",-0.393
102,"CALIFOR",7,"Democrat","MILLER  GEO",-0.522
102,"CALIFOR",8,"Democrat","DELLUMS",-0.599
102,"CALIFOR",9,"Democrat","STARK",-0.614
102,"CALIFOR",10,"Democrat","EDWARDS  DO",-0.538
102,"CALIFOR",11,"Democrat","LANTOS",-0.339
102,"CALIFOR",12,"Republican","CAMPBELL  T",0.198
102,"CALIFOR",13,"Democrat","MINETA",-0.474
102,"CALIFOR",14,"Republican","DOOLITTLE",0.66
102,"CALIFOR",15,"Democrat","CONDIT",-0.02
102,"CALIFOR",16,"Democrat","PANETTA",-0.315
102,"CALIFOR",17,"Democrat","DOOLEY",-0.166
102,"CALIFOR",18,"Democrat","LEHMAN  RIC",-0.193
102,"CALIFOR",19,"Republican","LAGOMARSINO",0.384
